word_en,class_en,word_ru,class_ru
,,клёном,дерево
,,клёну,дерево
,,клёны,дерево
,,рябин,дерево
,,рябина,дерево
,,рябинам,дерево
,,рябинами,дерево
,,рябинах,дерево
,,рябине,дерево
,,рябиной,дерево
,,рябину,дерево
,,рябины,дерево
,,яблоне,дерево
,,яблоней,дерево
,,яблони,дерево
,,яблонь,дерево
,,яблоню,дерево
,,яблоня,дерево
,,яблоням,дерево
,,яблонями,дерево
,,яблонях,дерево
,,груш,дерево
,,груша,дерево
,,грушам,дерево
,,грушами,дерево
,,грушах,дерево
,,груше,дерево
,,грушей,дерево
,,груши,дерево
,,грушу,дерево
,,вишен,дерево
,,вишне,дерево
,,вишней,дерево
,,вишни,дерево
,,вишню,дерево
,,вишня,дерево
,,вишням,дерево
,,вишнями,дерево
,,вишнях,дерево
,,слив,дерево
,,слива,дерево
,,сливам,дерево
,,сливами,дерево
,,сливах,дерево
,,сливе,дерево
,,сливой,дерево
,,сливу,дерево
,,сливы,дерево
,,виноград,дерево
,,винограда,дерево
,,виноградам,дерево
,,виноградами,дерево
,,виноградах,дерево
,,винограде,дерево
,,виноградов,дерево
,,виноградом,дерево
,,винограду,дерево
,,винограды,дерево
,,виноградник,дерево
,,виноградника,дерево
,,виноградникам,дерево
,,виноградниками,дерево
,,виноградниках,дерево
,,винограднике,дерево
,,виноградники,дерево
,,виноградников,дерево
,,виноградником,дерево
,,винограднику,дерево
,,виноградная,дерево
,,виноградной,дерево
,,виноградную,дерево
,,виноградные,дерево
,,виноградным,дерево
,,виноградными,дерево
,,виноградных,дерево
,,дуб,дерево
,,дуба,дерево
,,дубам,дерево
,,дубами,дерево
,,дубах,дерево
,,дубе,дерево
,,дубов,дерево
,,дубом,дерево
,,дубу,дерево
,,дубы,дерево
,,лип,дерево
,,липа,дерево
,,липам,дерево
,,липами,дерево
,,липах,дерево
,,липе,дерево
,,липой,дерево
,,липу,дерево
,,липы,дерево
,,черемуха,дерево
,,черёмух,дерево
,,черёмуха,дерево
,,черёмухам,дерево
,,черёмухами,дерево
,,черёмухах,дерево
,,черёмухе,дерево
,,черёмухи,дерево
,,черёмухой,дерево
,,черёмуху,дерево
,,финик,дерево
,,финика,дерево
,,финикам,дерево
,,финиками,дерево
,,финиках,дерево
,,финике,дерево
,,финики,дерево
,,фиников,дерево
,,фиником,дерево
,,финику,дерево
,,финиковая,дерево
,,финиковой,дерево
,,финиковую,дерево
,,финиковые,дерево
,,финиковым,дерево
,,финиковыми,дерево
,,финиковых,дерево
,,оливок,дерево
,,пальмового,дерево
,,пальмовом,дерево
,,пальмовому,дерево
,,пальмовым,дерево
,,пальмовыми,дерево
,,пальмовых,дерево
,,кокосового,дерево
,,кокосовом,дерево
,,кокосовому,дерево
,,кокосовые,дерево
,,кокосовый,дерево
,,кокосовым,дерево
,,кокосовыми,дерево
,,кокосовых,дерево
,,баньян,дерево
,,баньяна,дерево
,,баньянам,дерево
,,баньянами,дерево
,,баньянах,дерево
,,баньяне,дерево
,,баньянов,дерево
,,баньяном,дерево
,,баньяну,дерево
,,баньяны,дерево
,,тамаринд,дерево
,,тамаринда,дерево
,,тамариндам,дерево
,,тамариндами,дерево
,,тамариндах,дерево
,,тамаринде,дерево
,,тамариндов,дерево
,,тамариндом,дерево
,,тамаринду,дерево
,,тамаринды,дерево
,,сандал,дерево
,,сандала,дерево
,,сандалам,дерево
,,сандалами,дерево
,,сандалах,дерево
,,сандале,дерево
,,сандалов,дерево
,,сандалом,дерево
,,сандалу,дерево
,,сандалы,дерево
,,сандалового,дерево
,,сандаловом,дерево
,,сандаловому,дерево
,,сандаловые,дерево
,,сандаловый,дерево
,,сандаловым,дерево
,,сандаловыми,дерево
,,сандаловых,дерево
,,арек,дерево
,,арека,дерево
,,арекам,дерево
,,ареками,дерево
,,ареках,дерево
,,ареке,дерево
,,ареки,дерево
,,ареков,дерево
,,ареком,дерево
,,ареку,дерево
,,арекового,дерево
,,арековом,дерево
,,арековому,дерево
,,арековые,дерево
,,арековый,дерево
,,арековым,дерево
,,арековыми,дерево
,,арековых,дерево
,,пипавшего,дерево
,,пипавшем,дерево
,,пипавшему,дерево
,,пипавшие,дерево
,,пипавший,дерево
,,пипавшим,дерево
,,пипавшими,дерево
,,пипавших,дерево
,,пипал,дерево
,,пипали,дерево
,,mahua,дерево
,,сейб,дерево
,,сейба,дерево
,,сейбам,дерево
,,сейбами,дерево
,,сейбах,дерево
,,сейбе,дерево
,,сейбой,дерево
,,сейбу,дерево
,,сейбы,дерево
,,хлебное дерева,дерево
,,хлебное дереве,дерево
,,хлебное дерево,дерево
,,хлебное деревом,дерево
,,хлебное дереву,дерево
,,хлебное деревьев,дерево
,,хлебное деревья,дерево
,,хлебное деревьям,дерево
,,хлебное деревьями,дерево
,,хлебное деревьях,дерево
,,сахарный тростник,дерево
,,сахарный тростника,дерево
,,сахарный тростникам,дерево
,,сахарный тростниками,дерево
,,сахарный тростниках,дерево
,,сахарный тростнике,дерево
,,сахарный тростники,дерево
,,сахарный тростников,дерево
,,сахарный тростником,дерево
,,сахарный тростнику,дерево
,,сахарное растение,дерево
,,сахарное растением,дерево
,,сахарное растении,дерево
,,сахарное растений,дерево
,,сахарное растению,дерево
,,сахарное растения,дерево
,,сахарное растениям,дерево
,,сахарное растениями,дерево
,,сахарное растениях,дерево
,,бразильский орех,дерево
,,бразильский ореха,дерево
,,бразильский орехам,дерево
,,бразильский орехами,дерево
,,бразильский орехах,дерево
,,бразильский орехе,дерево
,,бразильский орехи,дерево
,,бразильский орехов,дерево
,,бразильский орехом,дерево
,,бразильский ореху,дерево
,,ореховое дерева,дерево
,,ореховое дереве,дерево
,,ореховое дерево,дерево
,,ореховое деревом,дерево
,,ореховое дереву,дерево
,,ореховое деревьев,дерево
,,ореховое деревья,дерево
,,ореховое деревьям,дерево
,,ореховое деревьями,дерево
,,ореховое деревьях,дерево
,,красное дерева,дерево
,,красное дереве,дерево
,,красное дерево,дерево
,,красное деревом,дерево
,,красное дереву,дерево
,,красное деревьев,дерево
,,красное деревья,дерево
,,красное деревьям,дерево
,,красное деревьями,дерево
,,красное деревьях,дерево
,,коричного,дерево
,,коричное,дерево
,,коричном,дерево
,,коричному,дерево
,,коричные,дерево
,,коричным,дерево
,,коричными,дерево
,,коричных,дерево
,,камфарного,дерево
,,камфарное,дерево
,,камфарном,дерево
,,камфарному,дерево
,,камфарные,дерево
,,камфарным,дерево
,,камфарными,дерево
,,камфарных,дерево
,,смоковниц,дерево
,,смоковница,дерево
,,смоковницам,дерево
,,смоковницами,дерево
,,смоковницах,дерево
,,смоковнице,дерево
,,смоковницей,дерево
,,смоковницу,дерево
,,смоковницы,дерево
,,капка,дерево
,,капкам,дерево
,,капками,дерево
,,капках,дерево
,,капке,дерево
,,капки,дерево
,,капков,дерево
,,капком,дерево
,,капку,дерево
,,капок,дерево
,,карандаш,дерево
,,карандаша,дерево
,,карандашам,дерево
,,карандашами,дерево
,,карандашах,дерево
,,карандаше,дерево
,,карандашей,дерево
,,карандаши,дерево
,,карандашом,дерево
,,карандашу,дерево
,,carand,дерево
,,кебрачо,дерево
,,бурити,дерево
,,пашиуба,дерево
,,пашиубе,дерево
,,пашиубой,дерево
,,пашиубу,дерево
,,пашиубы,дерево
,,ашок,дерево
,,ашока,дерево
,,ашокам,дерево
,,ашоками,дерево
,,ашоках,дерево
,,ашоке,дерево
,,ашоки,дерево
,,ашоков,дерево
,,ашоком,дерево
,,ашоку,дерево
,,макассар,дерево
,,макассара,дерево
,,макассарам,дерево
,,макассарами,дерево
,,макассарах,дерево
,,макассаре,дерево
,,макассаров,дерево
,,макассаром,дерево
,,макассару,дерево
,,макассары,дерево
,,генипа,дерево
,,генипе,дерево
,,генипой,дерево
,,генипу,дерево
,,генипы,дерево
,,урук,дерево
,,урука,дерево
,,урукам,дерево
,,уруками,дерево
,,уруках,дерево
,,уруке,дерево
,,уруки,дерево
,,урукой,дерево
,,уруку,дерево
,,мистоль,дерево
,,женьшене,дерево
,,женьшеней,дерево
,,женьшенем,дерево
,,женьшени,дерево
,,женьшень,дерево
,,женьшеню,дерево
,,женьшеня,дерево
,,женьшеням,дерево
,,женьшенями,дерево
,,женьшенях,дерево
,,табак,дерево
,,табака,дерево
,,табакам,дерево
,,табаками,дерево
,,табаках,дерево
,,табаке,дерево
,,табаки,дерево
,,табаков,дерево
,,табаком,дерево
,,табаку,дерево
,,лотос,дерево
,,лотоса,дерево
,,лотосам,дерево
,,лотосами,дерево
,,лотосах,дерево
,,лотосе,дерево
,,лотосов,дерево
,,лотосом,дерево
,,лотосу,дерево
,,лотосы,дерево
,,хурм,дерево
,,хурма,дерево
,,хурмам,дерево
,,хурмами,дерево
,,хурмах,дерево
,,хурме,дерево
,,хурмой,дерево
,,хурму,дерево
,,хурмы,дерево
,,ginseng,дерево
,,кукуруз,растение
,,кукуруза,растение
,,кукурузам,растение
,,кукурузами,растение
,,кукурузах,растение
,,кукурузе,растение
,,кукурузой,растение
,,кукурузу,растение
,,кукурузы,растение
,,маис,растение
,,маиса,растение
,,маисам,растение
,,маисами,растение
,,маисах,растение
,,маисе,растение
,,маисов,растение
,,маисом,растение
,,маису,растение
,,маисы,растение
,,рис,растение
,,риса,растение
,,рисам,растение
,,рисами,растение
,,рисах,растение
,,рисе,растение
,,рисов,растение
,,рисом,растение
,,рису,растение
,,рисы,растение
,,рисового,растение
,,рисовом,растение
,,рисовому,растение
,,рисовые,растение
,,рисовый,растение
,,рисовым,растение
,,рисовыми,растение
,,рисовых,растение
,,перец,растение
,,перца,растение
,,перцам,растение
,,перцами,растение
,,перцах,растение
,,перце,растение
,,перцев,растение
,,перцем,растение
,,перцу,растение
,,перцы,растение
,,перчик,растение
,,перчика,растение
,,перчикам,растение
,,перчиками,растение
,,перчиках,растение
,,перчике,растение
,,перчики,растение
,,перчиков,растение
,,перчиком,растение
,,перчику,растение
,,арахис,растение
,,арахиса,растение
,,арахисам,растение
,,арахисами,растение
,,арахисах,растение
,,арахисе,растение
,,арахисов,растение
,,арахисом,растение
,,арахису,растение
,,арахисы,растение
,,фисташек,растение
,,фисташка,растение
,,фисташкам,растение
,,фисташками,растение
,,фисташках,растение
,,фисташке,растение
,,фисташки,растение
,,фисташкой,растение
,,фисташку,растение
,,проса,растение
,,просе,растение
,,просо,растение
,,просом,растение
,,просу,растение
,,пшена,растение
,,пшене,растение
,,пшено,растение
,,пшеном,растение
,,пшену,растение
,,фасолей,растение
,,фасоли,растение
,,фасоль,растение
,,фасолью,растение
,,фасолям,растение
,,фасолями,растение
,,фасолях,растение
,,боб,растение
,,боба,растение
,,бобам,растение
,,бобами,растение
,,бобах,растение
,,бобе,растение
,,бобов,растение
,,бобом,растение
,,бобу,растение
,,бобы,растение
,,хлопка,растение
,,хлопкам,растение
,,хлопками,растение
,,хлопках,растение
,,хлопке,растение
,,хлопки,растение
,,хлопков,растение
,,хлопком,растение
,,хлопку,растение
,,хлопок,растение
,,хлопкового,растение
,,хлопковом,растение
,,хлопковому,растение
,,хлопковые,растение
,,хлопковый,растение
,,хлопковым,растение
,,хлопковыми,растение
,,хлопковых,растение
,,ячмене,растение
,,ячменей,растение
,,ячмени,растение
,,ячмень,растение
,,ячменю,растение
,,ячменя,растение
,,ячменям,растение
,,ячменями,растение
,,ячменях,растение
,,ячменём,растение
,,ячменного,растение
,,ячменном,растение
,,ячменному,растение
,,ячменные,растение
,,ячменный,растение
,,ячменным,растение
,,ячменными,растение
,,ячменных,растение
,,батат,растение
,,батата,растение
,,бататам,растение
,,бататами,растение
,,бататах,растение
,,батате,растение
,,бататов,растение
,,бататом,растение
,,батату,растение
,,бататы,растение
,,гречих,растение
,,гречиха,растение
,,гречихам,растение
,,гречихами,растение
,,гречихах,растение
,,гречихе,растение
,,гречихи,растение
,,гречихой,растение
,,гречиху,растение
,,гречек,растение
,,гречка,растение
,,гречкам,растение
,,гречками,растение
,,гречках,растение
,,гречке,растение
,,гречки,растение
,,гречкой,растение
,,гречку,растение
,,реп,растение
,,репа,растение
,,репам,растение
,,репами,растение
,,репах,растение
,,репе,растение
,,репой,растение
,,репу,растение
,,репы,растение
,,редек,растение
,,редька,растение
,,редькам,растение
,,редьками,растение
,,редьках,растение
,,редьке,растение
,,редьки,растение
,,редькой,растение
,,редьку,растение
,,картофеле,растение
,,картофелей,растение
,,картофелем,растение
,,картофели,растение
,,картофель,растение
,,картофелю,растение
,,картофеля,растение
,,картофелям,растение
,,картофелями,растение
,,картофелях,растение
,,картошек,растение
,,картошка,растение
,,картошкам,растение
,,картошками,растение
,,картошках,растение
,,картошке,растение
,,картошки,растение
,,картошкой,растение
,,картошку,растение
,,каучук,растение
,,каучука,растение
,,каучукам,растение
,,каучуками,растение
,,каучуках,растение
,,каучуке,растение
,,каучуки,растение
,,каучуков,растение
,,каучуком,растение
,,каучуку,растение
,,каучукового,растение
,,каучуковом,растение
,,каучуковому,растение
,,каучуковые,растение
,,каучуковый,растение
,,каучуковым,растение
,,каучуковыми,растение
,,каучуковых,растение
,,каучуконос,растение
,,каучуконоса,растение
,,каучуконосам,растение
,,каучуконосами,растение
,,каучуконосах,растение
,,каучуконосе,растение
,,каучуконосов,растение
,,каучуконосом,растение
,,каучуконосу,растение
,,каучуконосы,растение
,,льна,растение
,,льнам,растение
,,льнами,растение
,,льнах,растение
,,льне,растение
,,льнов,растение
,,льном,растение
,,льну,растение
,,льны,растение
,,лён,растение
,,льняного,растение
,,льняной,растение
,,льняном,растение
,,льняному,растение
,,льняные,растение
,,льняным,растение
,,льняными,растение
,,льняных,растение
,,ржам,растение
,,ржами,растение
,,ржах,растение
,,ржей,растение
,,ржи,растение
,,рожь,растение
,,рожью,растение
,,ржаного,растение
,,ржаной,растение
,,ржаном,растение
,,ржаному,растение
,,ржаные,растение
,,ржаным,растение
,,ржаными,растение
,,ржаных,растение
,,овса,растение
,,овсам,растение
,,овсами,растение
,,овсах,растение
,,овсе,растение
,,овсов,растение
,,овсом,растение
,,овсу,растение
,,овсы,растение
,,овёс,растение
,,овсяного,растение
,,овсяном,растение
,,овсяному,растение
,,овсяные,растение
,,овсяный,растение
,,овсяным,растение
,,овсяными,растение
,,овсяных,растение
,,сорго,растение
,,фонио,растение
,,элевсин,растение
,,элевсина,растение
,,элевсинам,растение
,,элевсинами,растение
,,элевсинах,растение
,,элевсине,растение
,,элевсинов,растение
,,элевсином,растение
,,элевсину,растение
,,элевсины,растение
,,нут,растение
,,нута,растение
,,нутам,растение
,,нутами,растение
,,нутах,растение
,,нуте,растение
,,нутов,растение
,,нутом,растение
,,нуту,растение
,,нуты,растение
,,горох,растение
,,гороха,растение
,,горохам,растение
,,горохами,растение
,,горохах,растение
,,горохе,растение
,,горохи,растение
,,горохов,растение
,,горохом,растение
,,гороху,растение
,,маниоки,растение
,,маниокового,растение
,,маниоковом,растение
,,маниоковому,растение
,,маниоковые,растение
,,маниоковый,растение
,,маниоковым,растение
,,маниоковыми,растение
,,маниоковых,растение
,,yams,растение
,,ямс,растение
,,ямса,растение
,,ямсам,растение
,,ямсами,растение
,,ямсах,растение
,,ямсе,растение
,,ямсов,растение
,,ямсом,растение
,,ямсу,растение
,,ямсы,растение
,,сахар,растение
,,сахара,растение
,,сахарам,растение
,,сахарами,растение
,,сахарах,растение
,,сахаре,растение
,,сахаров,растение
,,сахаром,растение
,,сахару,растение
,,сахарного,растение
,,сахарном,растение
,,сахарному,растение
,,сахарные,растение
,,сахарный,растение
,,сахарным,растение
,,сахарными,растение
,,сахарных,растение
,,сахарная,растение
,,сахарной,растение
,,сахарную,растение
,,чикадей,птица
,,чикади,птица
,,чикадь,птица
,,чикадью,птица
,,чикадям,птица
,,чикадями,птица
,,чикадях,птица
,,малиновка,птица
,,малиновкам,птица
,,малиновками,птица
,,малиновках,птица
,,малиновке,птица
,,малиновки,птица
,,малиновкой,птица
,,малиновку,птица
,,малиновок,птица
,,робин,птица
,,робина,птица
,,робинам,птица
,,робинами,птица
,,робинах,птица
,,робине,птица
,,робинов,птица
,,робином,птица
,,робину,птица
,,робины,птица
,,голубая соек,птица
,,голубая сойка,птица
,,голубая сойкам,птица
,,голубая сойками,птица
,,голубая сойках,птица
,,голубая сойке,птица
,,голубая сойки,птица
,,голубая сойкой,птица
,,голубая сойку,птица
,,соек,птица
,,сойка,птица
,,сойкам,птица
,,сойками,птица
,,сойках,птица
,,сойке,птица
,,сойки,птица
,,сойкой,птица
,,сойку,птица
,,сорок,птица
,,сорока,птица
,,орлах,птица
,,орле,птица
,,орлом,птица
,,орлу,птица
,,орел,птица
,,орлан,птица
,,орлана,птица
,,орланам,птица
,,орланами,птица
,,орланах,птица
,,орлане,птица
,,орланов,птица
,,орланом,птица
,,орлану,птица
,,орланы,птица
,,беркут,птица
,,беркута,птица
,,беркутам,птица
,,беркутами,птица
,,беркутах,птица
,,беркуте,птица
,,беркутов,птица
,,беркутом,птица
,,беркуту,птица
,,беркуты,птица
,,ястребам,птица
,,ястребами,птица
,,ястребах,птица
,,ястребов,птица
,,чаек,птица
,,чайка,птица
,,чайкам,птица
,,чайками,птица
,,чайках,птица
,,чайке,птица
,,чайки,птица
,,чайкой,птица
,,чайку,птица
,,гусях,птица
,,гусыне,птица
,,гусыней,птица
,,гусыни,птица
,,гусынь,птица
,,гусыню,птица
,,гусыня,птица
,,гусыням,птица
,,гусынями,птица
,,гусынях,птица
,,утках,птица
,,лебедях,птица
,,журавлей,птица
,,журавли,птица
,,журавлям,птица
,,журавлями,птица
,,журавлях,птица
,,цапель,птица
,,цаплям,птица
,,цаплями,птица
,,цаплях,птица
,,аист,птица
,,аиста,птица
,,аистам,птица
,,аистами,птица
,,аистах,птица
,,аисте,птица
,,аистов,птица
,,аистом,птица
,,аисту,птица
,,аисты,птица
,,стерх,птица
,,стерха,птица
,,стерхам,птица
,,стерхами,птица
,,стерхах,птица
,,стерхе,птица
,,стерхи,птица
,,стерхов,птица
,,стерхом,птица
,,стерху,птица
,,пеликан,птица
,,пеликана,птица
,,пеликанам,птица
,,пеликанами,птица
,,пеликанах,птица
,,пеликане,птица
,,пеликанов,птица
,,пеликаном,птица
,,пеликану,птица
,,пеликаны,птица
,,баклан,птица
,,баклана,птица
,,бакланам,птица
,,бакланами,птица
,,бакланах,птица
,,баклане,птица
,,бакланов,птица
,,бакланом,птица
,,баклану,птица
,,бакланы,птица
,,дятлам,птица
,,дятлами,птица
,,дятлах,птица
,,дятлов,птица
,,дятлы,птица
,,сов,птица
,,совам,птица
,,совами,птица
,,совах,птица
,,филин,птица
,,филина,птица
,,филинам,птица
,,филинами,птица
,,филинах,птица
,,филине,птица
,,филинов,птица
,,филином,птица
,,филину,птица
,,филины,птица
,,куропаткам,птица
,,куропатками,птица
,,куропатках,птица
,,куропаток,птица
,,глухарём,птица
,,рябчики,птица
,,тетёрка,птица
,,тетёркам,птица
,,тетёрками,птица
,,тетёрках,птица
,,тетёрке,птица
,,тетёрки,птица
,,тетёркой,птица
,,тетёрку,птица
,,тетёрок,птица
,,крапивник,птица
,,крапивника,птица
,,крапивникам,птица
,,крапивниками,птица
,,крапивниках,птица
,,крапивнике,птица
,,крапивники,птица
,,крапивников,птица
,,крапивником,птица
,,крапивнику,птица
,,снегире,птица
,,снегирей,птица
,,снегири,птица
,,снегирь,птица
,,снегирю,птица
,,снегиря,птица
,,снегирям,птица
,,снегирями,птица
,,снегирях,птица
,,снегирём,птица
,,клеста,птица
,,клестам,птица
,,клестами,птица
,,клестах,птица
,,клесте,птица
,,клестов,птица
,,клестом,птица
,,клесту,птица
,,клесты,птица
,,клёст,птица
,,клест,птица
,,вьюрка,птица
,,вьюркам,птица
,,вьюрками,птица
,,вьюрках,птица
,,вьюрке,птица
,,вьюрки,птица
,,вьюрков,птица
,,вьюрком,птица
,,вьюрку,птица
,,вьюрок,птица
,,щегла,птица
,,щеглам,птица
,,щеглами,птица
,,щеглах,птица
,,щегле,птица
,,щеглов,птица
,,щеглом,птица
,,щеглу,птица
,,щеглы,птица
,,щегол,птица
,,жаворонка,птица
,,жаворонкам,птица
,,жаворонками,птица
,,жаворонках,птица
,,жаворонке,птица
,,жаворонки,птица
,,жаворонков,птица
,,жаворонком,птица
,,жаворонку,птица
,,жаворонок,птица
,,воробей,птица
,,воробье,птица
,,воробьи,птица
,,воробью,птица
,,воробья,птица
,,воробьям,птица
,,воробьями,птица
,,воробьях,птица
,,воробьёв,птица
,,воробьём,птица
,,ласточках,птица
,,мухоловка,птица
,,мухоловкам,птица
,,мухоловками,птица
,,мухоловках,птица
,,мухоловке,птица
,,мухоловки,птица
,,мухоловкой,птица
,,мухоловку,птица
,,мухоловок,птица
,,дрозд,птица
,,дрозда,птица
,,дроздам,птица
,,дроздами,птица
,,дроздах,птица
,,дрозде,птица
,,дроздов,птица
,,дроздом,птица
,,дрозду,птица
,,дрозды,птица
,,иволг,птица
,,иволга,птица
,,иволгам,птица
,,иволгами,птица
,,иволгах,птица
,,иволге,птица
,,иволги,птица
,,иволгой,птица
,,иволгу,птица
,,удод,птица
,,удода,птица
,,удодам,птица
,,удодами,птица
,,удодах,птица
,,удоде,птица
,,удодов,птица
,,удодом,птица
,,удоду,птица
,,удоды,птица
,,кукушек,птица
,,кукушкам,птица
,,кукушками,птица
,,кукушках,птица
,,поганка,птица
,,поганкам,птица
,,поганками,птица
,,поганках,птица
,,поганке,птица
,,поганки,птица
,,поганкой,птица
,,поганку,птица
,,поганок,птица
,,чирка,птица
,,чиркам,птица
,,чирками,птица
,,чирках,птица
,,чирке,птица
,,чирки,птица
,,чирков,птица
,,чирком,птица
,,чирку,птица
,,чирок,птица
,,бекас,птица
,,бекаса,птица
,,бекасам,птица
,,бекасами,птица
,,бекасах,птица
,,бекасе,птица
,,бекасов,птица
,,бекасом,птица
,,бекасу,птица
,,бекасы,птица
,,кроншнеп,птица
,,кроншнепа,птица
,,кроншнепам,птица
,,кроншнепами,птица
,,кроншнепах,птица
,,кроншнепе,птица
,,кроншнепов,птица
,,кроншнепом,птица
,,кроншнепу,птица
,,кроншнепы,птица
,,голубей,птица
,,голуби,птица
,,голубям,птица
,,голубями,птица
,,голубях,птица
,,голубка,птица
,,голубкам,птица
,,голубками,птица
,,голубках,птица
,,голубке,птица
,,голубки,птица
,,голубкой,птица
,,голубку,птица
,,голубок,птица
,,фазан,птица
,,фазана,птица
,,фазанам,птица
,,фазанами,птица
,,фазанах,птица
,,фазане,птица
,,фазанов,птица
,,фазаном,птица
,,фазану,птица
,,фазаны,птица
,,павлин,птица
,,павлина,птица
,,павлинам,птица
,,павлинами,птица
,,павлинах,птица
,,павлине,птица
,,павлинов,птица
,,павлином,птица
,,павлину,птица
,,павлины,птица
,,индюк,птица
,,индюка,птица
,,индюкам,птица
,,индюками,птица
,,индюках,птица
,,индюке,птица
,,индюки,птица
,,индюков,птица
,,индюком,птица
,,индюку,птица
,,индюшек,птица
,,индюшка,птица
,,индюшкам,птица
,,индюшками,птица
,,индюшках,птица
,,индюшке,птица
,,индюшки,птица
,,индюшкой,птица
,,индюшку,птица
,,перепел,птица
,,перепела,птица
,,перепелам,птица
,,перепелами,птица
,,перепелах,птица
,,перепеле,птица
,,перепелов,птица
,,перепелом,птица
,,перепелу,птица
,,перепёлка,птица
,,перепёлкам,птица
,,перепёлками,птица
,,перепёлках,птица
,,перепёлке,птица
,,перепёлки,птица
,,перепёлкой,птица
,,перепёлку,птица
,,перепёлок,птица
,,сокол,птица
,,сокола,птица
,,соколам,птица
,,соколами,птица
,,соколах,птица
,,соколе,птица
,,соколов,птица
,,соколом,птица
,,соколу,птица
,,соколы,птица
,,коршун,птица
,,коршуна,птица
,,коршунам,птица
,,коршунами,птица
,,коршунах,птица
,,коршуне,птица
,,коршунов,птица
,,коршуном,птица
,,коршуну,птица
,,коршуны,птица
,,стервятник,птица
,,стервятника,птица
,,стервятникам,птица
,,стервятниками,птица
,,стервятниках,птица
,,стервятнике,птица
,,стервятники,птица
,,стервятников,птица
,,стервятником,птица
,,стервятнику,птица
,,канюк,птица
,,канюка,птица
,,канюкам,птица
,,канюками,птица
,,канюках,птица
,,канюке,птица
,,канюки,птица
,,канюков,птица
,,канюком,птица
,,канюку,птица
,,марабу,птица
,,арар,птица
,,арара,птица
,,арарам,птица
,,арарами,птица
,,арарах,птица
,,араре,птица
,,арарой,птица
,,арару,птица
,,арары,птица
,,трогон,птица
,,трогона,птица
,,трогонам,птица
,,трогонами,птица
,,трогонах,птица
,,трогоне,птица
,,трогонов,птица
,,трогоном,птица
,,трогону,птица
,,трогоны,птица
,,казуар,птица
,,казуара,птица
,,казуарам,птица
,,казуарами,птица
,,казуарах,птица
,,казуаре,птица
,,казуаров,птица
,,казуаром,птица
,,казуару,птица
,,казуары,птица
,,эм,птица
,,эма,птица
,,эмам,птица
,,эмами,птица
,,эмах,птица
,,эме,птица
,,эмой,птица
,,эмы,птица
,,зимородка,птица
,,зимородкам,птица
,,зимородками,птица
,,зимородках,птица
,,зимородке,птица
,,зимородки,птица
,,зимородков,птица
,,зимородком,птица
,,зимородку,птица
,,зимородок,птица
,,птиц-секретарей,птица
,,птица-секретарь,птица
,,птицам-секретарям,птица
,,птицами-секретарями,птица
,,птицах-секретарях,птица
,,птице-секретаре,птица
,,птице-секретарю,птица
,,птицей-секретарём,птица
,,птицу-секретаря,птица
,,птицы-секретари,птица
,,птицы-секретаря,птица
