word_en,class_en,word_ru,class_ru
,,гагаре,птица
,,гагару,птица
,,гагарой,птица
,,вошь,насекомое
,,вошью,насекомое
,,самец,животное
,,самца,животное
,,самцу,животное
,,самцом,животное
,,самце,животное
,,самцы,животное
,,самцов,животное
,,самцам,животное
,,самцами,животное
,,млекопитающие,млекопитающее
,,млекопитающих,млекопитающее
,,млекопитающим,млекопитающее
,,млекопитающими,млекопитающее
,,мужчина,млекопитающее
,,мужчины,млекопитающее
,,мужчине,млекопитающее
,,мужчину,млекопитающее
,,мужчиной,млекопитающее
,,кобыла,млекопитающее
,,кобылы,млекопитающее
,,кобыле,млекопитающее
,,кобылу,млекопитающее
,,кобылой,млекопитающее
,,дыня,растение
,,дыни,растение
,,дыне,растение
,,дыню,растение
,,дыней,растение
,,мужчин,млекопитающее
,,мужчинам,млекопитающее
,,мужчинами,млекопитающее
,,мыши,млекопитающее
,,мышей,млекопитающее
,,мышам,млекопитающее
,,мышами,млекопитающее
,,крот,млекопитающее
,,крота,млекопитающее
,,кроту,млекопитающее
,,кротом,млекопитающее
,,кроте,млекопитающее
,,обезьяна,млекопитающее
,,обезьяны,млекопитающее
,,обезьяне,млекопитающее
,,обезьяну,млекопитающее
,,обезьяной,млекопитающее
,,чудовище,животное
,,чудовища,животное
,,чудовищу,животное
,,чудовищем,животное
,,монстр,животное
,,монстра,животное
,,чудовищ,животное
,,чудовищам,животное
,,чудовищами,животное
,,монстры,животное
,,комары,насекомое
,,комаров,насекомое
,,комарам,насекомое
,,комарами,насекомое
,,комар,насекомое
,,комара,насекомое
,,мышь,млекопитающее
,,мышью,млекопитающее
,,птенец,животное
,,птенца,животное
,,птенцу,животное
,,птенцом,животное
,,птенце,животное
,,птенцы,животное
,,птенцов,животное
,,птенцам,животное
,,птенцами,животное
,,опоссум,млекопитающее
,,опоссума,млекопитающее
,,опоссуму,млекопитающее
,,опоссумом,млекопитающее
,,опоссумы,млекопитающее
,,опоссумов,млекопитающее
,,сова,птица
,,совы,птица
,,сове,птица
,,сову,птица
,,совой,птица
,,устрица,моллюск
,,устрицы,моллюск
,,устрице,моллюск
,,устрицу,моллюск
,,устрицей,моллюск
,,пальма,дерево
,,пальмы,дерево
,,пальме,дерево
,,пальму,дерево
,,пальмой,дерево
,,попугайчик,птица
,,попугайчика,птица
,,попугайчику,птица
,,попугайчиком,птица
,,попугайчики,птица
,,попугай,птица
,,попугая,птица
,,попугаю,птица
,,попугаем,птица
,,попугае,птица
,,куропатка,птица
,,куропатки,птица
,,куропатке,птица
,,куропатку,птица
,,куропаткой,птица
,,питомец,животное
,,питомца,животное
,,питомцу,животное
,,питомцем,животное
,,питомце,животное
,,питомцы,животное
,,питомцев,животное
,,питомцам,животное
,,питомцами,животное
,,свинья,млекопитающее
,,свиньи,млекопитающее
,,свинье,млекопитающее
,,свинью,млекопитающее
,,свиньёй,млекопитающее
,,свиней,млекопитающее
,,свиньям,млекопитающее
,,свиньями,млекопитающее
,,щука,рыба
,,щуки,рыба
,,щуке,рыба
,,щуку,рыба
,,щукой,рыба
,,растения,растение
,,растений,растение
,,растениям,растение
,,растениями,растение
,,дикобраз,млекопитающее
,,дикобраза,млекопитающее
,,дикобразу,млекопитающее
,,дикобразом,млекопитающее
,,дикобразы,млекопитающее
,,дикобразов,млекопитающее
,,хищник,животное
,,хищника,животное
,,хищнику,животное
,,хищником,животное
,,хищнике,животное
,,хищники,животное
,,хищников,животное
,,хищникам,животное
,,хищниками,животное
,,добыча,животное
,,добычи,животное
,,добыче,животное
,,добычу,животное
,,добычей,животное
,,пума,млекопитающее
,,пумы,млекопитающее
,,пуме,млекопитающее
,,пуму,млекопитающее
,,пумой,млекопитающее
,,щенок,животное
,,щенка,животное
,,щенку,животное
,,щенком,животное
,,щенке,животное
,,щенки,млекопитающее
,,щенков,млекопитающее
,,щенкам,млекопитающее
,,щенками,млекопитающее
,,матка,насекомое
,,матки,насекомое
,,матке,насекомое
,,матку,насекомое
,,маткой,насекомое
,,кролик,млекопитающее
,,кролика,млекопитающее
,,кролику,млекопитающее
,,кроликом,млекопитающее
,,кролике,млекопитающее
,,енот,млекопитающее
,,енота,млекопитающее
,,еноту,млекопитающее
,,енотом,млекопитающее
,,еноты,млекопитающее
,,енотов,млекопитающее
,,баран,млекопитающее
,,барана,млекопитающее
,,барану,млекопитающее
,,бараном,млекопитающее
,,баране,млекопитающее
,,бараны,млекопитающее
,,баранов,млекопитающее
,,баранам,млекопитающее
,,баранами,млекопитающее
,,крыса,млекопитающее
,,крысы,млекопитающее
,,крысе,млекопитающее
,,крысу,млекопитающее
,,крысой,млекопитающее
,,ворон,птица
,,вороном,птица
,,тростник,растение
,,тростника,растение
,,тростнику,растение
,,тростником,растение
,,тростнике,растение
,,тростники,растение
,,тростников,растение
,,камыши,растение
,,камышей,растение
,,рептилии,рептилия
,,рептилий,рептилия
,,рептилиям,рептилия
,,рептилиями,рептилия
,,нанду,птица
,,роза,растение
,,розы,растение
,,розе,растение
,,розу,растение
,,розой,растение
,,камыш,растение
,,камыша,растение
,,камышу,растение
,,камышом,растение
,,камыше,растение
,,змей,рептилия
,,змея,рептилия
,,змею,рептилия
,,змеем,рептилия
,,змее,рептилия
,,овца,млекопитающее
,,овцы,млекопитающее
,,овце,млекопитающее
,,овцу,млекопитающее
,,овцой,млекопитающее
,,скунс,млекопитающее
,,скунса,млекопитающее
,,скунсу,млекопитающее
,,скунсом,млекопитающее
,,скунсы,млекопитающее
,,скунсов,млекопитающее
,,улитка,моллюск
,,улитки,моллюск
,,улитке,моллюск
,,улитку,моллюск
,,улиткой,моллюск
,,змеи,рептилия
,,змеёй,рептилия
,,змеям,рептилия
,,змеями,рептилия
,,паук,паукообразное
,,паука,паукообразное
,,пауку,паукообразное
,,пауком,паукообразное
,,пауке,паукообразное
,,белка,млекопитающее
,,белки,млекопитающее
,,белке,млекопитающее
,,белку,млекопитающее
,,белкой,млекопитающее
,,ласточка,птица
,,ласточки,птица
,,ласточке,птица
,,ласточку,птица
,,ласточкой,птица
,,ласточек,птица
,,ласточкам,птица
,,ласточками,птица
,,лебедь,птица
,,лебедя,птица
,,лебедю,птица
,,лебедем,птица
,,лебеде,птица
,,лебеди,птица
,,лебедей,птица
,,лебедям,птица
,,лебедями,птица
,,тапир,млекопитающее
,,тапира,млекопитающее
,,тапиру,млекопитающее
,,тапиром,млекопитающее
,,тапиры,млекопитающее
,,тапиров,млекопитающее
,,тигр,млекопитающее
,,тигра,млекопитающее
,,тигру,млекопитающее
,,тигром,млекопитающее
,,тигре,млекопитающее
,,жаба,амфибия
,,жабы,амфибия
,,жабе,амфибия
,,жабу,амфибия
,,жабой,амфибия
,,черепаха,рептилия
,,черепахи,рептилия
,,черепахе,рептилия
,,черепаху,рептилия
,,черепахой,рептилия
,,деревья,дерево
,,деревьев,дерево
,,деревьям,дерево
,,деревьями,дерево
,,копытное,млекопитающее
,,копытного,млекопитающее
,,копытному,млекопитающее
,,копытным,млекопитающее
,,копытные,млекопитающее
,,копытных,млекопитающее
,,лоза,растение
,,лозы,растение
,,лозе,растение
,,лозу,растение
,,лозой,растение
,,лоз,растение
,,лозам,растение
,,лозами,растение
,,гриф,птица
,,грифа,птица
,,грифу,птица
,,грифом,птица
,,грифе,птица
,,грифы,птица
,,грифов,птица
,,грифам,птица
,,грифами,птица
,,оса,насекомое
,,осы,насекомое
,,осе,насекомое
,,осу,насекомое
,,осой,насекомое
,,кит,млекопитающее
,,кита,млекопитающее
,,киту,млекопитающее
,,китом,млекопитающее
,,ките,млекопитающее
,,пшеница,растение
,,пшеницы,растение
,,пшенице,растение
,,пшеницу,растение
,,пшеницей,растение
,,волк,млекопитающее
,,волка,млекопитающее
,,волку,млекопитающее
,,волком,млекопитающее
,,волке,млекопитающее
,,росомаха,млекопитающее
,,росомахи,млекопитающее
,,росомахе,млекопитающее
,,росомаху,млекопитающее
,,росомахой,млекопитающее
,,волки,млекопитающее
,,волков,млекопитающее
,,волкам,млекопитающее
,,волками,млекопитающее
,,дятел,птица
,,дятла,птица
,,дятлу,птица
,,дятлом,птица
,,дятле,птица
,,черви,червь
,,червей,червь
,,червям,червь
,,червями,червь
,,детёнышу,животное
,,детёнышем,животное
,,гиен,млекопитающее
,,верблюдами,млекопитающее
,,дельфина,млекопитающее
,,жирафов,млекопитающее
,,дельфинам,млекопитающее
,,жирафа,млекопитающее
,,моржа,млекопитающее
,,мамонтах,млекопитающее
,,китами,млекопитающее
,,моржей,млекопитающее
,,морже,млекопитающее
,,тапире,млекопитающее
,,мамонты,млекопитающее
,,жирафам,млекопитающее
,,дельфин,млекопитающее
,,тапирами,млекопитающее
,,оленями,млекопитающее
,,гиенами,млекопитающее
,,моржам,млекопитающее
,,тюленю,млекопитающее
,,тюлене,млекопитающее
,,китам,млекопитающее
,,мамонту,млекопитающее
,,мамонт,млекопитающее
,,коала,млекопитающее
,,тюленем,млекопитающее
,,тюленей,млекопитающее
,,белухи,млекопитающее
,,белух,млекопитающее
,,китов,млекопитающее
,,белухам,млекопитающее
,,мамонта,млекопитающее
,,дельфинами,млекопитающее
,,жирафы,млекопитающее
,,белухе,млекопитающее
,,моржи,млекопитающее
,,жирафе,млекопитающее
,,дельфины,млекопитающее
,,жирафу,млекопитающее
,,коалой,млекопитающее
,,белухами,млекопитающее
,,коале,млекопитающее
,,гиенах,млекопитающее
,,обезьяною,млекопитающее
,,китах,млекопитающее
,,мамонтом,млекопитающее
,,тюленями,млекопитающее
,,обезьян,млекопитающее
,,жирафами,млекопитающее
,,киты,млекопитающее
,,белухой,млекопитающее
,,верблюдам,млекопитающее
,,оленям,млекопитающее
,,морж,млекопитающее
,,дельфинах,млекопитающее
,,кенгуру,млекопитающее
,,обезьянах,млекопитающее
,,белухою,млекопитающее
,,дельфину,млекопитающее
,,верблюдах,млекопитающее
,,тюлени,млекопитающее
,,мамонте,млекопитающее
,,белуха,млекопитающее
,,дельфине,млекопитающее
,,дельфином,млекопитающее
,,моржом,млекопитающее
,,тюлень,млекопитающее
,,белухах,млекопитающее
,,мамонтам,млекопитающее
,,жирафом,млекопитающее
,,коалы,млекопитающее
,,гиенам,млекопитающее
,,жираф,млекопитающее
,,тапирам,млекопитающее
,,оленях,млекопитающее
,,верблюде,млекопитающее
,,мамонтами,млекопитающее
,,белуху,млекопитающее
,,мамонтов,млекопитающее
,,обезьянами,млекопитающее
,,тапирах,млекопитающее
,,тюленях,млекопитающее
,,обезьянам,млекопитающее
,,моржами,млекопитающее
,,дельфинов,млекопитающее
,,гиеною,млекопитающее
,,тюленям,млекопитающее
,,жирафах,млекопитающее
,,моржах,млекопитающее
,,коалу,млекопитающее
,,тюленя,млекопитающее
,,моржу,млекопитающее
,,пираньою,рыба
,,лосося,рыба
,,белугами,рыба
,,сёмги,рыба
,,семгой,рыба
,,семгами,рыба
,,тунцах,рыба
,,пираньами,рыба
,,семги,рыба
,,акулам,рыба
,,тунцам,рыба
,,пираньы,рыба
,,тунца,рыба
,,лососе,рыба
,,семгах,рыба
,,лососи,рыба
,,сёмге,рыба
,,тунцом,рыба
,,лососями,рыба
,,пираньах,рыба
,,сёмгу,рыба
,,сёмг,рыба
,,семге,рыба
,,белуге,рыба
,,семгу,рыба
,,пиранья,рыба
,,сёмгой,рыба
,,лососям,рыба
,,пираньу,рыба
,,семгам,рыба
,,акула,рыба
,,тунцу,рыба
,,тунец,рыба
,,лососей,рыба
,,лососем,рыба
,,семга,рыба
,,акулы,рыба
,,белуга,рыба
,,лососях,рыба
,,акулу,рыба
,,акулах,рыба
,,семгою,рыба
,,белугам,рыба
,,белуг,рыба
,,тунцами,рыба
,,акулою,рыба
,,белугах,рыба
,,белугу,рыба
,,пираньам,рыба
,,акулами,рыба
,,акул,рыба
,,пирань,рыба
,,лосось,рыба
,,сёмгою,рыба
,,тунцов,рыба
,,сёмга,рыба
,,семг,рыба
,,сёмгами,рыба
,,белуги,рыба
,,белугою,рыба
,,лососю,рыба
,,пиранье,рыба
,,акулой,рыба
,,белугой,рыба
,,сёмгах,рыба
,,акуле,рыба
,,тунцы,рыба
,,пираньой,рыба
,,сёмгам,рыба
,,тунце,рыба
,,игуан,рептилия
,,игуаны,рептилия
,,питоном,рептилия
,,питонов,рептилия
,,питона,рептилия
,,игуанах,рептилия
,,игуанам,рептилия
,,питон,рептилия
,,игуана,рептилия
,,гадюка,рептилия
,,гадюках,рептилия
,,кобра,рептилия
,,игуаною,рептилия
,,кобру,рептилия
,,хамелеонами,рептилия
,,питоне,рептилия
,,крокодилам,рептилия
,,питонах,рептилия
,,игуанами,рептилия
,,кобры,рептилия
,,хамелеонах,рептилия
,,питоны,рептилия
,,питонами,рептилия
,,игуану,рептилия
,,коброю,рептилия
,,крокодиле,рептилия
,,питонам,рептилия
,,гадюкой,рептилия
,,кобрам,рептилия
,,кобрах,рептилия
,,коброй,рептилия
,,игуане,рептилия
,,гадюк,рептилия
,,гадюке,рептилия
,,гадюку,рептилия
,,гадюкою,рептилия
,,хамелеоне,рептилия
,,гадюками,рептилия
,,крокодилах,рептилия
,,гадюки,рептилия
,,гадюкам,рептилия
,,игуаной,рептилия
,,крокодилами,рептилия
,,питону,рептилия
,,кобре,рептилия
,,кобр,рептилия
,,кобрами,рептилия
,,хамелеонам,рептилия
,,тукане,птица
,,страусах,птица
,,туканом,птица
,,страуса,птица
,,страусу,птица
,,попугаев,птица
,,туканам,птица
,,страусов,птица
,,колибри,птица
,,пингвинах,птица
,,попугаями,птица
,,пингвинами,птица
,,страусе,птица
,,тукана,птица
,,страусом,птица
,,тукану,птица
,,туканами,птица
,,пингвины,птица
,,туканы,птица
,,страусам,птица
,,попугаям,птица
,,туканах,птица
,,попугаи,птица
,,пингвину,птица
,,пингвинов,птица
,,фламинго,птица
,,пингвинам,птица
,,туканов,птица
,,тукан,птица
,,попугаях,птица
,,пингвин,птица
,,страус,птица
,,пингвином,птица
,,пингвине,птица
,,страусы,птица
,,пингвина,птица
,,страусами,птица
,,скорпиона,насекомое
,,скорпионы,насекомое
,,цикад,насекомое
,,скорпионе,насекомое
,,термита,насекомое
,,скорпионов,насекомое
,,москит,насекомое
,,москита,насекомое
,,москиты,насекомое
,,москитам,насекомое
,,скорпионом,насекомое
,,москитом,насекомое
,,скорпионами,насекомое
,,скорпионах,насекомое
,,термитами,насекомое
,,термит,насекомое
,,термиту,насекомое
,,цикадах,насекомое
,,термитов,насекомое
,,цикаду,насекомое
,,цикадам,насекомое
,,москитах,насекомое
,,цикадой,насекомое
,,термиты,насекомое
,,термитам,насекомое
,,цикада,насекомое
,,цикады,насекомое
,,цикадою,насекомое
,,скорпион,насекомое
,,цикаде,насекомое
,,цикадами,насекомое
,,термите,насекомое
,,термитом,насекомое
,,москитами,насекомое
,,москиту,насекомое
,,скорпионам,насекомое
,,скорпиону,насекомое
,,моските,насекомое
,,москитов,насекомое
,,термитах,насекомое
,,баобаба,дерево
,,секвойях,дерево
,,бамбуков,дерево
,,эвкалиптам,дерево
,,баобабам,дерево
,,секвойями,дерево
,,пальмами,дерево
,,акациях,дерево
,,секвойей,дерево
,,баобабов,дерево
,,баобабу,дерево
,,бамбуки,дерево
,,баобабами,дерево
,,баобабах,дерево
,,эвкалиптах,дерево
,,бамбукам,дерево
,,бамбуками,дерево
,,баобабом,дерево
,,эвкалиптом,дерево
,,эвкалипт,дерево
,,бамбуком,дерево
,,эвкалипты,дерево
,,акаций,дерево
,,акациями,дерево
,,пальмам,дерево
,,эвкалипта,дерево
,,секвойи,дерево
,,пальмою,дерево
,,бамбуку,дерево
,,акациею,дерево
,,акацией,дерево
,,эвкалиптов,дерево
