word_en,class_en,word_ru,class_ru
chipmunk,mammal,бурундук,млекопитающее
chipmunk,mammal,бурундука,млекопитающее
chipmunk,mammal,бурундуку,млекопитающее
chipmunk,mammal,бурундуком,млекопитающее
chipmunk,mammal,бурундуки,млекопитающее
chipmunk,mammal,бурундуков,млекопитающее
cock,bird,петух,птица
cock,bird,петуха,птица
cock,bird,петуху,птица
cock,bird,петухом,птица
cock,bird,петухе,птица
colts,animal,жеребята,животное
colts,animal,жеребят,животное
colts,animal,жеребятам,животное
colts,animal,жеребёнок,животное
colts,animal,жеребёнка,животное
cornel,tree,кизил,дерево
cornel,tree,кизила,дерево
cornel,tree,кизилу,дерево
cornel,tree,кизилом,дерево
cornel,tree,кизиле,дерево
cow,mammal,корова,млекопитающее
cow,mammal,коровы,млекопитающее
cow,mammal,корове,млекопитающее
cow,mammal,корову,млекопитающее
cow,mammal,коровой,млекопитающее
cows,mammal,коровы,млекопитающее
cows,mammal,коров,млекопитающее
cows,mammal,коровам,млекопитающее
cows,mammal,коровами,млекопитающее
coyote,mammal,койот,млекопитающее
coyote,mammal,койота,млекопитающее
coyote,mammal,койоту,млекопитающее
coyote,mammal,койотом,млекопитающее
coyote,mammal,койоты,млекопитающее
coyote,mammal,койотов,млекопитающее
crab,crustacean,краб,ракообразное
crab,crustacean,краба,ракообразное
crab,crustacean,крабу,ракообразное
crab,crustacean,крабом,ракообразное
crab,crustacean,крабы,ракообразное
crab,crustacean,крабов,ракообразное
crane,bird,журавль,птица
crane,bird,журавля,птица
crane,bird,журавлю,птица
crane,bird,журавлём,птица
crane,bird,журавле,птица
creature,animal,существо,животное
creature,animal,существа,животное
creature,animal,существу,животное
creature,animal,существом,животное
creature,animal,существе,животное
creatures,animal,существа,животное
creatures,animal,существ,животное
creatures,animal,существам,животное
creatures,animal,существами,животное
crocodile,reptile,крокодил,рептилия
crocodile,reptile,крокодила,рептилия
crocodile,reptile,крокодилу,рептилия
crocodile,reptile,крокодилом,рептилия
crocodile,reptile,крокодилы,рептилия
crocodile,reptile,крокодилов,рептилия
crops,plant,урожай,растение
crops,plant,урожая,растение
crops,plant,урожаю,растение
crops,plant,урожаем,растение
crops,plant,посевы,растение
crow,bird,ворона,птица
crow,bird,вороны,птица
crow,bird,вороне,птица
crow,bird,ворону,птица
crow,bird,вороной,птица
cuckoo,bird,кукушка,птица
cuckoo,bird,кукушки,птица
cuckoo,bird,кукушке,птица
cuckoo,bird,кукушку,птица
cuckoo,bird,кукушкой,птица
deer,mammal,олень,млекопитающее
deer,mammal,оленя,млекопитающее
deer,mammal,оленю,млекопитающее
deer,mammal,оленем,млекопитающее
deer,mammal,олене,млекопитающее
deer,mammal,олени,млекопитающее
deer,mammal,оленей,млекопитающее
dipper,bird,оляпка,птица
dipper,bird,оляпки,птица
dipper,bird,оляпке,птица
dipper,bird,оляпку,птица
dipper,bird,оляпкой,птица
doe,mammal,самка,млекопитающее
doe,mammal,самки,млекопитающее
doe,mammal,самке,млекопитающее
doe,mammal,самку,млекопитающее
doe,mammal,самкой,млекопитающее
dog,mammal,собака,млекопитающее
dog,mammal,собаки,млекопитающее
dog,mammal,собаке,млекопитающее
dog,mammal,собаку,млекопитающее
dog,mammal,собакой,млекопитающее
dog,mammal,пёс,млекопитающее
dog,mammal,пса,млекопитающее
dogs,mammal,собаки,млекопитающее
dogs,mammal,собак,млекопитающее
dogs,mammal,собакам,млекопитающее
dogs,mammal,собаками,млекопитающее
donkey,mammal,осёл,млекопитающее
donkey,mammal,осла,млекопитающее
donkey,mammal,ослу,млекопитающее
donkey,mammal,ослом,млекопитающее
donkey,mammal,осле,млекопитающее
dove,bird,голубь,птица
dove,bird,голубя,птица
dove,bird,голубю,птица
dove,bird,голубем,птица
dove,bird,голубе,птица
dragon,reptile,дракон,рептилия
dragon,reptile,дракона,рептилия
dragon,reptile,дракону,рептилия
dragon,reptile,драконом,рептилия
dragon,reptile,драконе,рептилия
dragon,reptile,драконы,рептилия
dragon,reptile,драконов,рептилия
duck,bird,утка,птица
duck,bird,утки,птица
duck,bird,утке,птица
duck,bird,утку,птица
duck,bird,уткой,птица
ducks,bird,утки,птица
ducks,bird,уток,птица
ducks,bird,уткам,птица
ducks,bird,утками,птица
eagles,bird,орлы,птица
eagles,bird,орлов,птица
eagles,bird,орлам,птица
eagles,bird,орлами,птица
eagles,bird,орёл,птица
eagles,bird,орла,птица
eel,fish,угорь,рыба
eel,fish,угря,рыба
eel,fish,угрю,рыба
eel,fish,угрём,рыба
eel,fish,угре,рыба
elder,plant,бузина,растение
elder,plant,бузины,растение
elder,plant,бузине,растение
elder,plant,бузину,растение
elder,plant,бузиной,растение
elephant,mammal,слон,млекопитающее
elephant,mammal,слона,млекопитающее
elephant,mammal,слону,млекопитающее
elephant,mammal,слоном,млекопитающее
elephant,mammal,слоне,млекопитающее
elk,mammal,лось,млекопитающее
elk,mammal,лося,млекопитающее
elk,mammal,лосю,млекопитающее
elk,mammal,лосем,млекопитающее
elk,mammal,лосе,млекопитающее
embryos,plant,зародыш,растение
embryos,plant,зародыша,растение
embryos,plant,зародышу,растение
embryos,plant,зародыши,растение
embryos,plant,зародышей,растение
feline,mammal,кошачий,млекопитающее
feline,mammal,кошачьего,млекопитающее
feline,mammal,кошачьи,млекопитающее
feline,mammal,кошачьих,млекопитающее
female,animal,самка,животное
female,animal,самки,животное
female,animal,самке,животное
female,animal,самку,животное
female,animal,самкой,животное
females,animal,самки,животное
females,animal,самок,животное
females,animal,самкам,животное
females,animal,самками,животное
fishes,fish,рыбы,рыба
fishes,fish,рыб,рыба
fishes,fish,рыбам,рыба
fishes,fish,рыбами,рыба
fishes,fish,рыба,рыба
fishes,fish,рыбу,рыба
flea,insect,блоха,насекомое
flea,insect,блохи,насекомое
flea,insect,блохе,насекомое
flea,insect,блоху,насекомое
flea,insect,блохой,насекомое
fleas,insect,блохи,насекомое
fleas,insect,блох,насекомое
fleas,insect,блохам,насекомое
fleas,insect,блохами,насекомое
flies,insect,мухи,насекомое
flies,insect,мух,насекомое
flies,insect,мухам,насекомое
flies,insect,мухами,насекомое
flowers,flower,цветы,цветок
flowers,flower,цветов,цветок
flowers,flower,цветам,цветок
flowers,flower,цветами,цветок
flowers,flower,цветах,цветок
fly,insect,муха,насекомое
fly,insect,мухи,насекомое
fly,insect,мухе,насекомое
fly,insect,муху,насекомое
fly,insect,мухой,насекомое
fox,mammal,лиса,млекопитающее
fox,mammal,лисы,млекопитающее
fox,mammal,лисе,млекопитающее
fox,mammal,лису,млекопитающее
fox,mammal,лисой,млекопитающее
fox,mammal,лисица,млекопитающее
fox,mammal,лисицы,млекопитающее
foxes,mammal,лисы,млекопитающее
foxes,mammal,лис,млекопитающее
foxes,mammal,лисам,млекопитающее
foxes,mammal,лисами,млекопитающее
frog,amphibian,лягушка,амфибия
frog,amphibian,лягушки,амфибия
frog,amphibian,лягушке,амфибия
frog,amphibian,лягушку,амфибия
frog,amphibian,лягушкой,амфибия
frogs,amphibian,лягушки,амфибия
frogs,amphibian,лягушек,амфибия
frogs,amphibian,лягушкам,амфибия
frogs,amphibian,лягушками,амфибия
geese,bird,гуси,птица
geese,bird,гусей,птица
geese,bird,гусям,птица
geese,bird,гусями,птица
giant,animal,великан,животное
giant,animal,великана,животное
giant,animal,великану,животное
giant,animal,великаном,животное
giant,animal,великане,животное
giants,animal,великаны,животное
giants,animal,великанов,животное
giants,animal,великанам,животное
giants,animal,великанами,животное
goat,mammal,коза,млекопитающее
goat,mammal,козы,млекопитающее
goat,mammal,козе,млекопитающее
goat,mammal,козу,млекопитающее
goat,mammal,козой,млекопитающее
goat,mammal,козёл,млекопитающее
goat,mammal,козла,млекопитающее
goose,bird,гусь,птица
goose,bird,гуся,птица
goose,bird,гусю,птица
goose,bird,гусем,птица
goose,bird,гусе,птица
gourd,plant,тыква,растение
gourd,plant,тыквы,растение
gourd,plant,тыкве,растение
gourd,plant,тыкву,растение
gourd,plant,тыквой,растение
grass,plant,трава,растение
grass,plant,травы,растение
grass,plant,траве,растение
grass,plant,траву,растение
grass,plant,травой,растение
grasshopper,insect,кузнечик,насекомое
grasshopper,insect,кузнечика,насекомое
grasshopper,insect,кузнечику,насекомое
grasshopper,insect,кузнечиком,насекомое
grasshopper,insect,кузнечики,насекомое
grasshopper,insect,кузнечиков,насекомое
grouse,bird,тетерев,птица
grouse,bird,тетерева,птица
grouse,bird,тетереву,птица
grouse,bird,тетеревом,птица
grouse,bird,тетереве,птица
hare,mammal,заяц,млекопитающее
hare,mammal,зайца,млекопитающее
hare,mammal,зайцу,млекопитающее
hare,mammal,зайцем,млекопитающее
hare,mammal,зайце,млекопитающее
hawk,bird,ястреб,птица
hawk,bird,ястреба,птица
hawk,bird,ястребу,птица
hawk,bird,ястребом,птица
hawk,bird,ястребе,птица
hedgehog,mammal,ёж,млекопитающее
hedgehog,mammal,ежа,млекопитающее
hedgehog,mammal,ежу,млекопитающее
hedgehog,mammal,ежом,млекопитающее
hedgehog,mammal,еже,млекопитающее
hen,bird,курица,птица
hen,bird,курицы,птица
hen,bird,курице,птица
hen,bird,курицу,птица
hen,bird,курицей,птица
heron,bird,цапля,птица
heron,bird,цапли,птица
heron,bird,цапле,птица
heron,bird,цаплю,птица
heron,bird,цаплей,птица
horse,mammal,лошадь,млекопитающее
horse,mammal,лошади,млекопитающее
horse,mammal,лошадью,млекопитающее
horse,mammal,конь,млекопитающее
horse,mammal,коня,млекопитающее
horse,mammal,коню,млекопитающее
horse,mammal,конём,млекопитающее
horses,mammal,лошади,млекопитающее
horses,mammal,лошадей,млекопитающее
horses,mammal,лошадям,млекопитающее
horses,mammal,лошадями,млекопитающее
horses,mammal,кони,млекопитающее
horses,mammal,коней,млекопитающее
human,mammal,человек,млекопитающее
human,mammal,человека,млекопитающее
human,mammal,человеку,млекопитающее
human,mammal,человеком,млекопитающее
human,mammal,человеке,млекопитающее
humanity,mammal,человечество,млекопитающее
humanity,mammal,человечества,млекопитающее
humanity,mammal,человечеству,млекопитающее
humanity,mammal,человечеством,млекопитающее
humans,mammal,люди,млекопитающее
humans,mammal,людей,млекопитающее
humans,mammal,людям,млекопитающее
humans,mammal,людьми,млекопитающее
hyena,mammal,гиена,млекопитающее
hyena,mammal,гиены,млекопитающее
hyena,mammal,гиене,млекопитающее
hyena,mammal,гиену,млекопитающее
hyena,mammal,гиеной,млекопитающее
insects,insect,насекомые,насекомое
insects,insect,насекомых,насекомое
insects,insect,насекомым,насекомое
insects,insect,насекомыми,насекомое
jackal,mammal,шакал,млекопитающее
jackal,mammal,шакала,млекопитающее
jackal,mammal,шакалу,млекопитающее
jackal,mammal,шакалом,млекопитающее
jackal,mammal,шакалы,млекопитающее
jackal,mammal,шакалов,млекопитающее
jaguar,mammal,ягуар,млекопитающее
jaguar,mammal,ягуара,млекопитающее
jaguar,mammal,ягуару,млекопитающее
jaguar,mammal,ягуаром,млекопитающее
jaguar,mammal,ягуары,млекопитающее
jaguar,mammal,ягуаров,млекопитающее
kids,mammal,козлята,млекопитающее
kids,mammal,козлят,млекопитающее
kids,mammal,козлёнок,млекопитающее
kids,mammal,козлёнка,млекопитающее
leopard,mammal,леопард,млекопитающее
leopard,mammal,леопарда,млекопитающее
leopard,mammal,леопарду,млекопитающее
leopard,mammal,леопардом,млекопитающее
leopard,mammal,леопарды,млекопитающее
leopard,mammal,леопардов,млекопитающее
lice,insect,вши,насекомое
lice,insect,вшей,насекомое
lice,insect,вшам,насекомое
lice,insect,вшами,насекомое
lion,mammal,лев,млекопитающее
lion,mammal,льва,млекопитающее
lion,mammal,льву,млекопитающее
lion,mammal,львом,млекопитающее
lion,mammal,льве,млекопитающее
lizard,reptile,ящерица,рептилия
lizard,reptile,ящерицы,рептилия
lizard,reptile,ящерице,рептилия
lizard,reptile,ящерицу,рептилия
lizard,reptile,ящерицей,рептилия
loon,bird,гагара,птица
loon,bird,гагары,птица
loon,bird,гагаре,птица
loon,bird,гагару,птица
loon,bird,гагарой,птица
louse,insect,вошь,насекомое
louse,insect,вши,насекомое
louse,insect,вошью,насекомое
louse,insect,вшей,насекомое
male,animal,самец,животное
male,animal,самца,животное
male,animal,самцу,животное
male,animal,самцом,животное
male,animal,самце,животное
males,animal,самцы,животное
males,animal,самцов,животное
males,animal,самцам,животное
males,animal,самцами,животное
mammals,mammal,млекопитающие,млекопитающее
mammals,mammal,млекопитающих,млекопитающее
mammals,mammal,млекопитающим,млекопитающее
mammals,mammal,млекопитающими,млекопитающее
man,mammal,мужчина,млекопитающее
man,mammal,мужчины,млекопитающее
man,mammal,мужчине,млекопитающее
man,mammal,мужчину,млекопитающее
man,mammal,мужчиной,млекопитающее
mare,mammal,кобыла,млекопитающее
mare,mammal,кобылы,млекопитающее
mare,mammal,кобыле,млекопитающее
mare,mammal,кобылу,млекопитающее
mare,mammal,кобылой,млекопитающее
melon,plant,дыня,растение
melon,plant,дыни,растение
melon,plant,дыне,растение
melon,plant,дыню,растение
melon,plant,дыней,растение
men,mammal,мужчины,млекопитающее
men,mammal,мужчин,млекопитающее
men,mammal,мужчинам,млекопитающее
men,mammal,мужчинами,млекопитающее
mice,mammal,мыши,млекопитающее
mice,mammal,мышей,млекопитающее
mice,mammal,мышам,млекопитающее
mice,mammal,мышами,млекопитающее
mole,mammal,крот,млекопитающее
mole,mammal,крота,млекопитающее
mole,mammal,кроту,млекопитающее
mole,mammal,кротом,млекопитающее
mole,mammal,кроте,млекопитающее
monkey,mammal,обезьяна,млекопитающее
monkey,mammal,обезьяны,млекопитающее
monkey,mammal,обезьяне,млекопитающее
monkey,mammal,обезьяну,млекопитающее
monkey,mammal,обезьяной,млекопитающее
monster,animal,чудовище,животное
monster,animal,чудовища,животное
monster,animal,чудовищу,животное
monster,animal,чудовищем,животное
monster,animal,монстр,животное
monster,animal,монстра,животное
monsters,animal,чудовища,животное
monsters,animal,чудовищ,животное
monsters,animal,чудовищам,животное
monsters,animal,чудовищами,животное
monsters,animal,монстры,животное
mosquitoes,insect,комары,насекомое
mosquitoes,insect,комаров,насекомое
mosquitoes,insect,комарам,насекомое
mosquitoes,insect,комарами,насекомое
mosquitoes,insect,комар,насекомое
mosquitoes,insect,комара,насекомое
mouse,mammal,мышь,млекопитающее
mouse,mammal,мыши,млекопитающее
mouse,mammal,мышью,млекопитающее
mouse,mammal,мышей,млекопитающее
nestling,animal,птенец,животное
nestling,animal,птенца,животное
nestling,animal,птенцу,животное
nestling,animal,птенцом,животное
nestling,animal,птенце,животное
nestlings,animal,птенцы,животное
nestlings,animal,птенцов,животное
nestlings,animal,птенцам,животное
nestlings,animal,птенцами,животное
opossum,mammal,опоссум,млекопитающее
opossum,mammal,опоссума,млекопитающее
opossum,mammal,опоссуму,млекопитающее
opossum,mammal,опоссумом,млекопитающее
opossum,mammal,опоссумы,млекопитающее
opossum,mammal,опоссумов,млекопитающее
owl,bird,сова,птица
owl,bird,совы,птица
owl,bird,сове,птица
owl,bird,сову,птица
owl,bird,совой,птица
oyster,mollusk,устрица,моллюск
oyster,mollusk,устрицы,моллюск
oyster,mollusk,устрице,моллюск
oyster,mollusk,устрицу,моллюск
oyster,mollusk,устрицей,моллюск
palm,tree,пальма,дерево
palm,tree,пальмы,дерево
palm,tree,пальме,дерево
palm,tree,пальму,дерево
palm,tree,пальмой,дерево
parakeet,bird,попугайчик,птица
parakeet,bird,попугайчика,птица
parakeet,bird,попугайчику,птица
parakeet,bird,попугайчиком,птица
parakeet,bird,попугайчики,птица
parrot,bird,попугай,птица
parrot,bird,попугая,птица
parrot,bird,попугаю,птица
parrot,bird,попугаем,птица
parrot,bird,попугае,птица
partridge,bird,куропатка,птица
partridge,bird,куропатки,птица
partridge,bird,куропатке,птица
partridge,bird,куропатку,птица
partridge,bird,куропаткой,птица
pet,animal,питомец,животное
pet,animal,питомца,животное
pet,animal,питомцу,животное
pet,animal,питомцем,животное
pet,animal,питомце,животное
pets,animal,питомцы,животное
pets,animal,питомцев,животное
pets,animal,питомцам,животное
pets,animal,питомцами,животное
pig,mammal,свинья,млекопитающее
pig,mammal,свиньи,млекопитающее
pig,mammal,свинье,млекопитающее
pig,mammal,свинью,млекопитающее
pig,mammal,свиньёй,млекопитающее
pigs,mammal,свиньи,млекопитающее
pigs,mammal,свиней,млекопитающее
pigs,mammal,свиньям,млекопитающее
pigs,mammal,свиньями,млекопитающее
pike,fish,щука,рыба
pike,fish,щуки,рыба
pike,fish,щуке,рыба
pike,fish,щуку,рыба
pike,fish,щукой,рыба
plants,plant,растения,растение
plants,plant,растений,растение
plants,plant,растениям,растение
plants,plant,растениями,растение
porcupine,mammal,дикобраз,млекопитающее
porcupine,mammal,дикобраза,млекопитающее
porcupine,mammal,дикобразу,млекопитающее
porcupine,mammal,дикобразом,млекопитающее
porcupine,mammal,дикобразы,млекопитающее
porcupine,mammal,дикобразов,млекопитающее
predator,animal,хищник,животное
predator,animal,хищника,животное
predator,animal,хищнику,животное
predator,animal,хищником,животное
predator,animal,хищнике,животное
predators,animal,хищники,животное
predators,animal,хищников,животное
predators,animal,хищникам,животное
predators,animal,хищниками,животное
prey,animal,добыча,животное
prey,animal,добычи,животное
prey,animal,добыче,животное
prey,animal,добычу,животное
prey,animal,добычей,животное
puma,mammal,пума,млекопитающее
puma,mammal,пумы,млекопитающее
puma,mammal,пуме,млекопитающее
puma,mammal,пуму,млекопитающее
puma,mammal,пумой,млекопитающее
pumpkin,plant,тыква,растение
pumpkin,plant,тыквы,растение
pumpkin,plant,тыкве,растение
pumpkin,plant,тыкву,растение
pumpkin,plant,тыквой,растение
pup,animal,щенок,животное
pup,animal,щенка,животное
pup,animal,щенку,животное
pup,animal,щенком,животное
pup,animal,щенке,животное
puppies,mammal,щенки,млекопитающее
puppies,mammal,щенков,млекопитающее
puppies,mammal,щенкам,млекопитающее
puppies,mammal,щенками,млекопитающее
puppy,mammal,щенок,млекопитающее
puppy,mammal,щенка,млекопитающее
puppy,mammal,щенку,млекопитающее
puppy,mammal,щенком,млекопитающее
puppy,mammal,щенке,млекопитающее
queen,insect,матка,насекомое
queen,insect,матки,насекомое
queen,insect,матке,насекомое
queen,insect,матку,насекомое
queen,insect,маткой,насекомое
rabbit,mammal,кролик,млекопитающее
rabbit,mammal,кролика,млекопитающее
rabbit,mammal,кролику,млекопитающее
rabbit,mammal,кроликом,млекопитающее
rabbit,mammal,кролике,млекопитающее
racoon,mammal,енот,млекопитающее
racoon,mammal,енота,млекопитающее
racoon,mammal,еноту,млекопитающее
racoon,mammal,енотом,млекопитающее
racoon,mammal,еноты,млекопитающее
racoon,mammal,енотов,млекопитающее
ram,mammal,баран,млекопитающее
ram,mammal,барана,млекопитающее
ram,mammal,барану,млекопитающее
ram,mammal,бараном,млекопитающее
ram,mammal,баране,млекопитающее
rams,mammal,бараны,млекопитающее
rams,mammal,баранов,млекопитающее
rams,mammal,баранам,млекопитающее
rams,mammal,баранами,млекопитающее
rat,mammal,крыса,млекопитающее
rat,mammal,крысы,млекопитающее
rat,mammal,крысе,млекопитающее
rat,mammal,крысу,млекопитающее
rat,mammal,крысой,млекопитающее
raven,bird,ворон,птица
raven,bird,ворона,птица
raven,bird,ворону,птица
raven,bird,вороном,птица
raven,bird,вороне,птица
reed,plant,тростник,растение
reed,plant,тростника,растение
reed,plant,тростнику,растение
reed,plant,тростником,растение
reed,plant,тростнике,растение
reeds,plant,тростники,растение
reeds,plant,тростников,растение
reeds,plant,камыши,растение
reeds,plant,камышей,растение
reptiles,reptile,рептилии,рептилия
reptiles,reptile,рептилий,рептилия
reptiles,reptile,рептилиям,рептилия
reptiles,reptile,рептилиями,рептилия
rhea,bird,нанду,птица
rose,plant,роза,растение
rose,plant,розы,растение
rose,plant,розе,растение
rose,plant,розу,растение
rose,plant,розой,растение
rushes,plant,камыш,растение
rushes,plant,камыша,растение
rushes,plant,камышу,растение
rushes,plant,камышом,растение
rushes,plant,камыше,растение
serpent,reptile,змей,рептилия
serpent,reptile,змея,рептилия
serpent,reptile,змею,рептилия
serpent,reptile,змеем,рептилия
serpent,reptile,змее,рептилия
sheep,mammal,овца,млекопитающее
sheep,mammal,овцы,млекопитающее
sheep,mammal,овце,млекопитающее
sheep,mammal,овцу,млекопитающее
sheep,mammal,овцой,млекопитающее
skunk,mammal,скунс,млекопитающее
skunk,mammal,скунса,млекопитающее
skunk,mammal,скунсу,млекопитающее
skunk,mammal,скунсом,млекопитающее
skunk,mammal,скунсы,млекопитающее
skunk,mammal,скунсов,млекопитающее
snail,mollusk,улитка,моллюск
snail,mollusk,улитки,моллюск
snail,mollusk,улитке,моллюск
snail,mollusk,улитку,моллюск
snail,mollusk,улиткой,моллюск
snake,reptile,змея,рептилия
snake,reptile,змеи,рептилия
snake,reptile,змее,рептилия
snake,reptile,змею,рептилия
snake,reptile,змеёй,рептилия
snakes,reptile,змеи,рептилия
snakes,reptile,змей,рептилия
snakes,reptile,змеям,рептилия
snakes,reptile,змеями,рептилия
spider,arachnid,паук,паукообразное
spider,arachnid,паука,паукообразное
spider,arachnid,пауку,паукообразное
spider,arachnid,пауком,паукообразное
spider,arachnid,пауке,паукообразное
squirrel,mammal,белка,млекопитающее
squirrel,mammal,белки,млекопитающее
squirrel,mammal,белке,млекопитающее
squirrel,mammal,белку,млекопитающее
squirrel,mammal,белкой,млекопитающее
stag,mammal,олень,млекопитающее
stag,mammal,оленя,млекопитающее
stag,mammal,оленю,млекопитающее
stag,mammal,оленем,млекопитающее
stag,mammal,олене,млекопитающее
swallow,bird,ласточка,птица
